,Name,Country,revid,0,Population,article_quality
44101,Kourabi Nenem,Kiribati,795293070,Stub,113400,Stub
44102,Anote Tong,Kiribati,797765387,C,113400,C
44103,Teatao Teannaki,Kiribati,798122765,Start,113400,Start
44104,Ata Teaotai,Kiribati,800562707,Stub,113400,Stub
44105,Tembinok',Kiribati,800773373,C,113400,C
44106,Vice-President of Kiribati,Kiribati,803811435,Start,113400,Start
44107,Teima Onorio,Kiribati,803811488,Start,113400,Start
44108,Khas-Ochiryn Luvsandorj,Mongolia,693721533,Stub,3029335,Stub
44109,Nyamyn Jagvaral,Mongolia,694557304,Start,3029335,Start
44110,Mönkhchuluuny Zorigt,Mongolia,699217035,Stub,3029335,Stub
44111,Nyamjavyn Batbayar,Mongolia,699217197,Stub,3029335,Stub
44112,Mishigiin Sonompil,Mongolia,707880629,Start,3029335,Start
44113,Jamsrangiin Sambuu,Mongolia,712239596,Start,3029335,Start
44114,Darizavyn Losol,Mongolia,715806696,Start,3029335,Start
44115,Jamtsangiin Damdinsüren,Mongolia,715978464,Start,3029335,Start
44116,Losolyn Laagan,Mongolia,715978515,Start,3029335,Start
44117,Dogsomyn Ganbold,Mongolia,717358214,Stub,3029335,Stub
44118,Dorjjavyn Luvsansharav,Mongolia,722670301,C,3029335,C
44119,Tsagaanlamyn Dügersüren,Mongolia,722820209,Stub,3029335,Stub
44120,Tsogtyn Batbayar,Mongolia,728789742,Stub,3029335,Stub
44121,Banzarjavyn Baasanjav,Mongolia,745749984,Start,3029335,Start
44122,Davaadorjiin Ganbold,Mongolia,746631911,Stub,3029335,Stub
44123,Hou Jing,Mongolia,747458501,B,3029335,B
44124,Jambyn Lkhümbe,Mongolia,748640888,C,3029335,C
44125,Zolbingiin Shijee,Mongolia,749054164,Start,3029335,Start
44126,Ölziin Badrakh,Mongolia,751008323,Start,3029335,Start
44127,Bazarsad Jargalsaikhan,Mongolia,754703767,Stub,3029335,Stub
44128,Imperial Noble Consort Gongsu,Mongolia,763241460,Start,3029335,Start
44129,Sonomyn Luvsan,Mongolia,773751835,Start,3029335,Start
44130,Luvsangiin Erdenechuluun,Mongolia,774474496,Stub,3029335,Stub
44131,Ochirbatyn Dashbalbar,Mongolia,775924658,Start,3029335,Start
44132,Erdeniin Bat-Üül,Mongolia,778626209,Start,3029335,Start
44133,Gao Huan,Mongolia,780038374,C,3029335,C
44134,Yuwen Hu,Mongolia,780620491,B,3029335,B
44135,Gonchigiin Bumtsend,Mongolia,783089267,Start,3029335,Start
44136,Rinchingiin Elbegdorj,Mongolia,784342538,C,3029335,C
44137,Mijiddorjiin Khanddorj,Mongolia,786860296,C,3029335,C
44138,Bayantömöriin Khaisan,Mongolia,786860699,C,3029335,C
44139,Lamjavyn Gündalai,Mongolia,787041850,Start,3029335,Start
44140,Navaandorjiin Jadambaa,Mongolia,787707326,Stub,3029335,Stub
44141,Navaan-Yundengiin Oyundari,Mongolia,788020248,Start,3029335,Start
44142,Dashiin Damba,Mongolia,788107960,C,3029335,C
44143,Soliin Danzan,Mongolia,788358840,C,3029335,C
44144,Jügderdemidiin Gürragchaa,Mongolia,788558985,Start,3029335,Start
44145,Anastasia Filatova,Mongolia,788655979,Start,3029335,Start
44146,Sükhbaataryn Yanjmaa,Mongolia,788678484,Start,3029335,Start
44147,Jamsrangiin Tseveen,Mongolia,788835673,Start,3029335,Start
44148,Batjargalyn Batbayar,Mongolia,790750974,Stub,3029335,Stub
44149,Daramyn Tömör-Ochir,Mongolia,793253777,C,3029335,C
44150,Gombojavyn Zandanshatar,Mongolia,793293189,Stub,3029335,Stub
44151,Tsend Munkh-Orgil,Mongolia,794936377,Start,3029335,Start
44152,Bat-Ochiryn Eldev-Ochir,Mongolia,794980556,C,3029335,C
44153,Diluwa Khutugtu Jamsrangjab,Mongolia,796827263,Start,3029335,Start
44154,Oyunerdene Luvsannamsrai,Mongolia,797097309,C,3029335,C
44155,Nyam-Osoryn Tuyaa,Mongolia,797282445,Stub,3029335,Stub
44156,Undraa Agvaanluvsan,Mongolia,797816558,C,3029335,C
44157,Baabar,Mongolia,797944294,Start,3029335,Start
44158,Badmaanyambuugiin Bat-Erdene,Mongolia,798397638,Start,3029335,Start
44159,Sonomyn Udval,Mongolia,798489798,Start,3029335,Start
44160,Damdin Sükhbaatar,Mongolia,798743949,C,3029335,C
44161,Dansranbilegiin Dogsom,Mongolia,798931693,Start,3029335,Start
44162,Natsagiin Udval,Mongolia,799112116,Start,3029335,Start
44163,Nyamaagiin Enkhbold,Mongolia,799319902,Start,3029335,Start
44164,First Lady of Mongolia,Mongolia,799498122,Stub,3029335,Stub
44165,Ajvaagiin Danzan,Mongolia,800740226,Start,3029335,Start
44166,Natsagiin Bagabandi,Mongolia,801929323,Stub,3029335,Stub
44167,Tsendiin Nyamdorj,Mongolia,801930481,Start,3029335,Start
44168,Damdiny Demberel,Mongolia,801930943,Start,3029335,Start
44169,Punsalmaagiin Ochirbat,Mongolia,801934217,C,3029335,C
44170,President of Mongolia,Mongolia,802271668,B,3029335,B
44171,General Secretary of the Central Committee of the Mongolian People's Party,Mongolia,802728726,Start,3029335,Start
44172,Sanjaasürengiin Oyuun,Mongolia,803340486,Start,3029335,Start
44173,Sanjaasürengiin Zorig,Mongolia,803341103,C,3029335,C
44174,Lü Bu,Mongolia,803634180,B,3029335,B
44175,Dogsomyn Bodoo,Mongolia,803925616,C,3029335,C
44176,Anandyn Amar,Mongolia,803927053,C,3029335,C
44177,Tsengeltiin Jigjidjav,Mongolia,803927123,Start,3029335,Start
44178,Peljidiin Genden,Mongolia,803927452,C,3029335,C
44179,Jambyn Batmönkh,Mongolia,803928347,Start,3029335,Start
44180,Dumaagiin Sodnom,Mongolia,803928454,Start,3029335,Start
44181,Sharavyn Gungaadorj,Mongolia,803928671,Start,3029335,Start
44182,Puntsagiin Jasrai,Mongolia,803928805,Start,3029335,Start
44183,Mendsaikhany Enkhsaikhan,Mongolia,803928869,Start,3029335,Start
44184,Janlavyn Narantsatsralt,Mongolia,803929025,Start,3029335,Start
44185,Rinchinnyamyn Amarjargal,Mongolia,803929100,Start,3029335,Start
44186,Miyeegombyn Enkhbold,Mongolia,803929320,Start,3029335,Start
44187,Sükhbaataryn Batbold,Mongolia,803929984,Start,3029335,Start
44188,Norovyn Altankhuyag,Mongolia,803930046,Start,3029335,Start
44189,Chimediin Saikhanbileg,Mongolia,803930104,C,3029335,C
44190,Dolgorsürengiin Sumyaabazar,Mongolia,804007882,Start,3029335,Start
44191,Nambaryn Enkhbayar,Mongolia,804087243,GA,3029335,GA
44192,Yumjaagiin Tsedenbal,Mongolia,804924334,C,3029335,C
44193,Khorloogiin Choibalsan,Mongolia,804924505,GA,3029335,GA
44194,Khaltmaagiin Battulga,Mongolia,805073797,C,3029335,C
44195,Sainkhüügiin Ganbaatar,Mongolia,805651037,Stub,3029335,Stub
44196,Bogd Khan,Mongolia,806168190,GA,3029335,GA
44197,Tsakhiagiin Elbegdorj,Mongolia,806263572,FA,3029335,FA
44198,Kyokush?zan Noboru,Mongolia,806359214,C,3029335,C
44199,List of heads of state of Mongolia,Mongolia,806524884,C,3029335,C
44200,Dobrilo Dedei?,Montenegro,696310078,Stub,622421,Stub
44201,Template:Montenegrin President,Montenegro,703477174,Stub,622421,Stub
44202,Branimir Popovi?,Montenegro,707379020,Stub,622421,Stub
44203,Miodrag Vlahovi?,Montenegro,707898818,Stub,622421,Stub
44204,Željko Šturanovi?,Montenegro,709324702,Start,622421,Start
44205,Filip Jergovi?,Montenegro,711226075,Stub,622421,Stub
44206,Rifat Rastoder,Montenegro,711386961,Start,622421,Start
44207,Radivoje Brajovi?,Montenegro,712647011,Stub,622421,Stub
44208,Žarko Bulaji?,Montenegro,712647024,Stub,622421,Stub
44209,Marko Orlandi?,Montenegro,712647443,Start,622421,Start
44210,Vuko Vukadinovi?,Montenegro,712647667,Stub,622421,Stub
44211,Novica Radovi?,Montenegro,712660583,Stub,622421,Stub
44212,Milka Tadi?,Montenegro,714508050,Stub,622421,Stub
44213,Tarzan Miloševi?,Montenegro,714625510,Stub,622421,Stub
44214,Filip Bajkovi?,Montenegro,714858799,Stub,622421,Stub
44215,Miroslav Ivaniševi?,Montenegro,717361048,Stub,622421,Stub
44216,Jovan Kavari?,Montenegro,722104295,Stub,622421,Stub
44217,Stevan Luka?evi?,Montenegro,722114020,Stub,622421,Stub
44218,Iko Mirkovi?,Montenegro,722114229,Stub,622421,Stub
44219,Fuad Nimani,Montenegro,723304272,Stub,622421,Stub
44220,Jovan Plamenac,Montenegro,723563507,B,622421,B
44221,Rafet Husovi?,Montenegro,724848031,Stub,622421,Stub
44222,Nešo Š?epovi?,Montenegro,726537894,Start,622421,Start
44223,Blažo Jovanovi?,Montenegro,736289819,Stub,622421,Stub
44224,Miodrag Živkovi?,Montenegro,738002545,Start,622421,Start
44225,Dritan Abazovi?,Montenegro,741883456,Start,622421,Start
44226,Staniša Radonji?,Montenegro,744620319,C,622421,C
44227,Andrija Radovi?,Montenegro,751183858,B,622421,B
44228,Milica Pejanovi?-?uriši?,Montenegro,752052382,Stub,622421,Stub
44229,Template:Montenegrin Prime Minister,Montenegro,752263860,Start,622421,Start
44230,Budislav Šoški?,Montenegro,755550643,Stub,622421,Stub
44231,Branislav Šoški?,Montenegro,755605955,Stub,622421,Stub
44232,Batri? Jovanovi?,Montenegro,756895144,Stub,622421,Stub
44233,Nebojša Kalu?erovi?,Montenegro,756901756,Start,622421,Start
44234,Jevrem Brkovi?,Montenegro,758798912,Start,622421,Start
44235,Pavle Bulatovi?,Montenegro,762023654,Stub,622421,Stub
44236,Andrija Mandi?,Montenegro,764085525,C,622421,C
44237,Predrag Boškovi?,Montenegro,771485421,GA,622421,GA
44238,Andrija Popovi?,Montenegro,772715884,Start,622421,Start
44239,Aleksandar Stamatovi?,Montenegro,772746477,Start,622421,Start
44240,Vidoje Žarkovi?,Montenegro,778373627,Stub,622421,Stub
44241,Radoje Konti?,Montenegro,782699742,Stub,622421,Stub
44242,Milutin Vu?ini?,Montenegro,785715737,Stub,622421,Stub
44243,Evgenije Popovi?,Montenegro,787963892,Start,622421,Start
44244,Darko Pajovi?,Montenegro,790435910,Stub,622421,Stub
44245,Stana Tomaševi?,Montenegro,791612533,Start,622421,Start
44246,Božidar Ivanovi?,Montenegro,792070904,Start,622421,Start
44247,?or?ije Pajkovi?,Montenegro,793640414,Stub,622421,Stub
44248,Stjepan Mitrov Ljubiša,Montenegro,795343736,C,622421,C
44249,Veselin ?uranovi?,Montenegro,796961317,Start,622421,Start
44250,Lujo Vojnovi?,Montenegro,797714320,Start,622421,Start
44251,Prime Minister of Montenegro,Montenegro,797756624,B,622421,B
44252,Sanja Damjanovi?,Montenegro,798165024,Start,622421,Start
44253,Dragan Kujovi?,Montenegro,799201393,Stub,622421,Stub
44254,List of heads of state of Montenegro,Montenegro,799201395,Start,622421,Start
44255,Dragiša Burzan,Montenegro,800473502,Start,622421,Start
44256,Mom?ilo Cemovi?,Montenegro,801495985,Stub,622421,Stub
44257,Veljko Milatovi?,Montenegro,801820296,Start,622421,Start
44258,"Nicholas, Crown Prince of Montenegro",Montenegro,802319581,C,622421,C
44259,"Danilo, Crown Prince of Montenegro",Montenegro,802337028,Start,622421,Start
44260,Duško Markovi?,Montenegro,802362441,Start,622421,Start
44261,Sekula Drljevi?,Montenegro,803257014,GA,622421,GA
44262,Filip Vujanovi?,Montenegro,804810449,C,622421,C
44263,Aleksa Be?i?,Montenegro,804997535,Start,622421,Start
44264,Igor Lukši?,Montenegro,805432136,B,622421,B
44265,Anto Gvozdenovi?,Montenegro,805733125,C,622421,C
44266,Momir Bulatovi?,Montenegro,806043493,Start,622421,Start
44267,President of Montenegro,Montenegro,806177115,Start,622421,Start
44268,Božina Ivanovi?,Montenegro,806177874,Start,622421,Start
44269,Milo ?ukanovi?,Montenegro,806529107,C,622421,C
44270,Janko Vukoti?,Montenegro,806640291,Start,622421,Start
44271,Nikola I Petrovi?-Njegoš,Montenegro,807150426,C,622421,C
44272,"Michael, Prince of Montenegro",Montenegro,807318922,C,622421,C
44273,Miodrag Leki?,Montenegro,807445051,Start,622421,Start
44274,Lhatu Wangchuk,Bhutan,697511001,Stub,757000,Stub
44275,Dorji Namgyal,Bhutan,698806662,Stub,757000,Stub
44276,Ugyen Tshering,Bhutan,698806682,Stub,757000,Stub
44277,Choida Jamtsho,Bhutan,741782378,Stub,757000,Stub
44278,Dupthob,Bhutan,741782380,Stub,757000,Stub
44279,Wangdi Norbu,Bhutan,741782382,Stub,757000,Stub
44280,Rinzin Jamtsho,Bhutan,741782383,Stub,757000,Stub
44281,Jigme Wangchuk,Bhutan,741782385,Stub,757000,Stub
44282,Karma Rangdol,Bhutan,741782387,Stub,757000,Stub
44283,Dechen Zangmo,Bhutan,741782398,Stub,757000,Stub
44284,Nidup Zangpo,Bhutan,748030504,Stub,757000,Stub
44285,Ugyen Wangdi,Bhutan,749399238,Stub,757000,Stub
44286,Umze Peljor,Bhutan,754407684,Start,757000,Start
44287,Pema Gyamtsho,Bhutan,756849986,Start,757000,Start
44288,Yeshey Zimba,Bhutan,768218635,Stub,757000,Stub
44289,Kinzang Dorji,Bhutan,772917662,Stub,757000,Stub
44290,Sonam Tobgye,Bhutan,777200460,Stub,757000,Stub
44291,Norbu Wangchuk,Bhutan,781564950,Stub,757000,Stub
44292,Jigme Palden Dorji,Bhutan,782528580,Start,757000,Start
44293,Lhendup Dorji,Bhutan,782528666,Start,757000,Start
44294,Jigme Namgyal (Bhutan),Bhutan,783302811,GA,757000,GA
44295,Sonam Topgay Dorji,Bhutan,783308029,GA,757000,GA
44296,Jigme Zangpo,Bhutan,785704263,Stub,757000,Stub
44297,Sangay Ngedup,Bhutan,785962700,Start,757000,Start
44298,Foreign Minister of Bhutan,Bhutan,786306969,Stub,757000,Stub
44299,Zangley Dukpa,Bhutan,787675042,Stub,757000,Stub
44300,Khandu Wangchuk,Bhutan,788008384,Start,757000,Start
44301,Dorji Wangdi,Bhutan,792716537,Stub,757000,Stub
44302,Jigme Thinley,Bhutan,795539891,C,757000,C
44303,Kinga Tshering,Bhutan,795567560,Stub,757000,Stub
44304,List of Prime Ministers of Bhutan,Bhutan,798751323,Start,757000,Start
44305,Tshering Tobgay,Bhutan,799245027,C,757000,C
44306,Ugyen Dorji,Bhutan,804744271,GA,757000,GA
44307,Prapat Panyachatraksa,Thailand,699197059,Stub,65121250,Stub
44308,Suwat Liptapanlop,Thailand,699197123,C,65121250,C
44309,Sutham Sangprathum,Thailand,699197323,Stub,65121250,Stub
44310,Virachai Virameteekul,Thailand,699197850,Start,65121250,Start
44311,Theera Wongsamut,Thailand,699198463,Start,65121250,Start
44312,Kraisak Choonhavan,Thailand,699198744,Start,65121250,Start
44313,Chob Yodkaew,Thailand,699199094,Stub,65121250,Stub
44314,Somsak Prissanananthakul,Thailand,715550042,Start,65121250,Start
44315,Suthee Singhasaneh,Thailand,721901394,Stub,65121250,Stub
44316,Santi Promphat,Thailand,737609601,Stub,65121250,Stub
44317,Surawit Khonsomboon,Thailand,739317225,Start,65121250,Start
44318,Narong Wongwan,Thailand,748494346,Start,65121250,Start
44319,Vicharn Minchainant,Thailand,749084558,C,65121250,C
44320,Likhit Dhiravegin,Thailand,754116939,Stub,65121250,Stub
44321,Anudith Nakornthap,Thailand,762206632,Start,65121250,Start
44322,Phraya Ratsadanupradit Mahitsaraphakdi,Thailand,766915279,Stub,65121250,Stub
44323,Veera Musikapong,Thailand,767445250,Stub,65121250,Stub
44324,Somchai Khunpluem,Thailand,775255030,C,65121250,C
44325,Yollada Suanyot,Thailand,775974170,Start,65121250,Start
44326,Pongsapat Pongcharoen,Thailand,776765210,Start,65121250,Start
44327,Chaovarat Chanweerakul,Thailand,777054788,Start,65121250,Start
44328,Orapin Chaiyakan,Thailand,779540354,Stub,65121250,Stub
44329,Kalaya Sophonpanich,Thailand,779540436,Stub,65121250,Stub
44330,Sukumol Kunplome,Thailand,779540733,Stub,65121250,Stub
44331,Nahathai Thewphaingarm,Thailand,779540826,Stub,65121250,Stub
44332,Tiang Sirikhanth,Thailand,780435236,Start,65121250,Start
44333,Abhai Chandavimol,Thailand,782213170,Stub,65121250,Stub
44334,Rosana Tositrakul,Thailand,783640269,Start,65121250,Start
44335,Wan Muhamad Noor Matha,Thailand,784652030,Start,65121250,Start
44336,Prasert Sapsunthorn,Thailand,785968173,Start,65121250,Start
44337,Chumpol Silpa-archa,Thailand,787706081,Start,65121250,Start
44338,Kantathi Suphamongkhon,Thailand,787918719,Start,65121250,Start
44339,Suvanant Kongying,Thailand,789745925,Start,65121250,Start
44340,Akanat Promphan,Thailand,791359636,Start,65121250,Start
44341,Weng Tojirakarn,Thailand,791359859,Start,65121250,Start
44342,Krasae Chanawongse,Thailand,791557175,C,65121250,C
44343,Charun Rattanakun Seriroengrit,Thailand,791888323,Stub,65121250,Stub
44344,Banyat Bantadtan,Thailand,791961097,Start,65121250,Start
44345,Seng Saekhu,Thailand,792041712,Start,65121250,Start
44346,Tawatwong na Chiang Mai,Thailand,792077127,Start,65121250,Start
44347,Pallop Pinmanee,Thailand,792277230,C,65121250,C
44348,Worawi Makudi,Thailand,792693775,C,65121250,C
44349,Lek Nana,Thailand,793110506,Start,65121250,Start
44350,List of female cabinet ministers of Thailand,Thailand,793357674,Start,65121250,Start
44351,Sontaya Kunplome,Thailand,793373557,Stub,65121250,Stub
44352,Chalermkiat Vatthanangkun,Thailand,793556687,Stub,65121250,Stub
44353,Sang Phathanothai,Thailand,793731815,Start,65121250,Start
44354,Chuwit Kamolvisit,Thailand,794357721,C,65121250,C
44355,Nattawut Saikua,Thailand,794506770,C,65121250,C
44356,Supachai Panitchpakdi,Thailand,796217150,Start,65121250,Start
44357,Apiwan Wiriyachai,Thailand,796995036,Start,65121250,Start
44358,Sangad Chaloryu,Thailand,797460848,Stub,65121250,Stub
44359,Charoen Suepsaeng,Thailand,797646477,Stub,65121250,Stub
44360,Jarupan Kuldiloke,Thailand,797693104,Start,65121250,Start
44361,Surachai Danwattananusorn,Thailand,797726537,Start,65121250,Start
44362,Watana Muangsook,Thailand,797799061,Stub,65121250,Stub
44363,Nattakorn Devakula,Thailand,797804838,Start,65121250,Start
44364,Thanasak Patimaprakorn,Thailand,798447876,C,65121250,C
44365,Krong Chandawong,Thailand,798578057,Stub,65121250,Stub
44366,Mongkol Na Songkhla,Thailand,799027985,Start,65121250,Start
44367,Kriengsak Chareonwongsak,Thailand,799071049,C,65121250,C
44368,Apirak Kosayodhin,Thailand,799229500,C,65121250,C
44369,Chalerm Yubamrung,Thailand,799542380,C,65121250,C
44370,Pote Sarasin,Thailand,799552308,C,65121250,C
44371,Prommin Lertsuridej,Thailand,799574155,C,65121250,C
44372,Kobsak Sabhavasu,Thailand,800362899,Stub,65121250,Stub
44373,Chatichai Choonhavan,Thailand,800363088,C,65121250,C
44374,Chuan Leekpai,Thailand,800509427,C,65121250,C
44375,Bhichai Rattakul,Thailand,800512702,Start,65121250,Start
44376,Somsak Kiatsuranont,Thailand,800681527,Start,65121250,Start
44377,Ekkayuth Anchanbutr,Thailand,801240297,Start,65121250,Start
44378,Sanoh Thienthong,Thailand,801402535,B,65121250,B
44379,Kittiratt Na-Ranong,Thailand,801439557,C,65121250,C
44380,Pongpol Adireksarn,Thailand,802098735,Start,65121250,Start
44381,Banharn Silpa-archa,Thailand,802255975,C,65121250,C
44382,Thanin Kraivichien,Thailand,802483893,Start,65121250,Start
44383,Payao Poontarat,Thailand,802532737,Start,65121250,Start
44384,Newin Chidchob,Thailand,803075734,Start,65121250,Start
44385,Lursakdi Sampatisiri,Thailand,803198465,C,65121250,C
44386,Piyasvasti Amranand,Thailand,803306876,Start,65121250,Start
44387,Boonsanong Punyodyana,Thailand,803589265,Start,65121250,Start
44388,Paradorn Srichaphan,Thailand,803590415,C,65121250,C
44389,Korn Dabbaransi,Thailand,803745076,Start,65121250,Start
44390,Chamlong Srimuang,Thailand,803852457,C,65121250,C
44391,Pramarn Adireksarn,Thailand,803852940,C,65121250,C
44392,Thammarak Isarangkura na Ayudhaya,Thailand,803853308,Stub,65121250,Stub
44393,Bhichit Rattakul,Thailand,803853877,Start,65121250,Start
44394,Suthawan Sathirathai,Thailand,804292734,Stub,65121250,Stub
44395,Wannarat Channukul,Thailand,804485620,Start,65121250,Start
44396,Plaek Phibunsongkhram,Thailand,804545287,C,65121250,C
44397,Somkid Jatusripitak,Thailand,805518779,C,65121250,C
44398,Booneua Prasertsuwan,Thailand,805860636,Start,65121250,Start
44399,Thita Manitkul,Thailand,805878430,Start,65121250,Start
44400,Chuwit Jitsakul,Thailand,805926991,Start,65121250,Start
44401,Abhisit Vejjajiva,Thailand,806148761,GA,65121250,GA
44402,Luang Wichitwathakan,Thailand,806169457,C,65121250,C
44403,Pridi Banomyong,Thailand,806169671,C,65121250,C
44404,Sukhumbhand Paribatra,Thailand,806175199,C,65121250,C
44405,Sudarat Keyuraphan,Thailand,806175456,Start,65121250,Start
44406,Chanut Piyaoui,Thailand,806175512,C,65121250,C
44407,Chirayu Isarangkun Na Ayuthaya,Thailand,806192640,Start,65121250,Start
44408,Chitchai Wannasathit,Thailand,806199330,Stub,65121250,Stub
44409,Yaowapa Boorapolchai,Thailand,806257334,Start,65121250,Start
44410,Suchinda Kraprayoon,Thailand,806575166,C,65121250,C
44411,Thaksin Shinawatra,Thailand,806614200,B,65121250,B
44412,Khaosai Galaxy,Thailand,806735150,C,65121250,C
44413,Anand Panyarachun,Thailand,807014207,GA,65121250,GA
44414,Sitthichai Pokai-udom,Thailand,807219047,Start,65121250,Start
44415,Yingluck Shinawatra,Thailand,807254036,B,65121250,B
44416,Prateep Ungsongtham Hata,Thailand,807338548,Start,65121250,Start
44417,Samak Sundaravej,Thailand,807340515,GA,65121250,GA
44418,M?rti?š Antons,Latvia,701394744,Stub,1978454,Stub
44419,Aigars Pr?sis,Latvia,701395219,Stub,1978454,Stub
44420,Andrievs Niedra,Latvia,707140205,Start,1978454,Start
44421,M?rti?š Bondars,Latvia,709279741,Stub,1978454,Stub
44422,Igors Šiškins,Latvia,722438468,Start,1978454,Start
44423,Pauls Putni?š,Latvia,722698541,Stub,1978454,Stub
44424,Lolita ?ig?ne,Latvia,724966359,Start,1978454,Start
44425,Silvija Šimfa,Latvia,729571198,Stub,1978454,Stub
44426,Inese L?bi?a-Egnere,Latvia,730041692,Start,1978454,Start
44427,Voldem?rs Z?mu?ls,Latvia,735584426,Stub,1978454,Stub
44428,P?teris Juraševskis,Latvia,735584460,Stub,1978454,Stub
44429,Mi?elis Valters,Latvia,735585390,Stub,1978454,Stub
44430,K?rlis Reinholds Zari?š,Latvia,735585403,Stub,1978454,Stub
44431,Silva Bendr?te,Latvia,757217352,Stub,1978454,Stub
44432,Vaira Paegle,Latvia,757845577,Start,1978454,Start
44433,Gustavs Celmi?š,Latvia,765119389,Start,1978454,Start
44434,Ilze Vi??ele,Latvia,767615900,Stub,1978454,Stub
44435,Alberts Kviesis,Latvia,767662113,Start,1978454,Start
44436,Sergejs Dolgopolovs,Latvia,767926142,Stub,1978454,Stub
44437,Dainis ?v?ns,Latvia,767940406,Stub,1978454,Stub
44438,Sarm?te ?lerte,Latvia,767946679,Start,1978454,Start
44439,Grigorijs ?emcovs,Latvia,768732296,Stub,1978454,Stub
44440,J?nis Akuraters,Latvia,771054435,Start,1978454,Start
44441,Hel?na Demakova,Latvia,773132437,C,1978454,C
44442,Ingr?da ?dre,Latvia,779577672,Start,1978454,Start
44443,Aivars Endzi?š,Latvia,780469060,Start,1978454,Start
44444,Max Lazerson,Latvia,783482015,Stub,1978454,Stub
44445,Egils Levits,Latvia,783534880,Stub,1978454,Stub
44446,Val?rija Seile,Latvia,784445106,Stub,1978454,Stub
44447,Andris Ameriks,Latvia,785491581,Stub,1978454,Stub
44448,Ausma Kant?ne-Ziedone,Latvia,786477957,Stub,1978454,Stub
44449,Aivars Aksenoks,Latvia,786481361,Stub,1978454,Stub
44450,Noah Meisel,Latvia,787374164,Stub,1978454,Stub
44451,Arveds Bergs,Latvia,788453587,Start,1978454,Start
44452,Voldem?rs Ozols,Latvia,788911828,Stub,1978454,Stub
44453,Beness Aijo,Latvia,789328822,C,1978454,C
44454,Tatjana Ko?e,Latvia,790975094,Stub,1978454,Stub
44455,Ingr?da Circene,Latvia,790975225,Stub,1978454,Stub
44456,Zigfr?ds Anna Meierovics,Latvia,796583345,C,1978454,C
44457,Aspazija,Latvia,798484983,C,1978454,C
44458,Laimdota Straujuma,Latvia,798582884,Start,1978454,Start
44459,Liene Liepi?a,Latvia,799001536,Stub,1978454,Stub
44460,Alfr?ds Rubiks,Latvia,800344915,Start,1978454,Start
44461,Edgars Rink?vi?s,Latvia,801041335,Start,1978454,Start
44462,Vladimir Linderman,Latvia,801132969,Start,1978454,Start
44463,Valdis Zatlers,Latvia,801850977,C,1978454,C
44464,Vaira V??e-Freiberga,Latvia,802121678,C,1978454,C
44465,Krišj?nis Valdem?rs,Latvia,802331662,Start,1978454,Start
44466,Baiba Broka (politician),Latvia,802729569,Stub,1978454,Stub
44467,K?rlis Ulmanis,Latvia,803572306,C,1978454,C
44468,Zanda Kalni?a-Lukaševica,Latvia,805052648,Stub,1978454,Stub
44469,Raimonds Pauls,Latvia,805142411,C,1978454,C
44470,Rainis,Latvia,805388779,C,1978454,C
44471,Inese Šlesere,Latvia,806425407,Stub,1978454,Stub
44472,Berta P?pi?a,Latvia,806589038,GA,1978454,GA
44473,Anatolijs Gorbunovs,Latvia,806882132,Start,1978454,Start
44474,Winston Jessurun,Suriname,701452937,Start,576000,Start
44475,Ivan Fernald,Suriname,714971743,Stub,576000,Stub
44476,Ram Sardjoe,Suriname,722265103,Stub,576000,Stub
44477,Willy Soemita,Suriname,724021785,Stub,576000,Stub
44478,Pretaap Radhakishun,Suriname,729644360,Stub,576000,Stub
44479,Gregory Rusland,Suriname,736491923,Stub,576000,Stub
44480,Fred Ramdat Misier,Suriname,738273963,Start,576000,Start
44481,Guno Castelen,Suriname,742150521,Stub,576000,Stub
44482,Angelic Alihusain-del Castilho,Suriname,744235302,Start,576000,Start
44483,Ivan Graanoogst,Suriname,745145538,Stub,576000,Stub
44484,Johan Kraag,Suriname,745148479,Stub,576000,Stub
44485,Jules Wijdenbosch,Suriname,745148601,Stub,576000,Stub
44486,George Hindori,Suriname,747496100,Start,576000,Start
44487,Chan Santokhi,Suriname,750367269,C,576000,C
44488,Alice Amafo,Suriname,757468443,Start,576000,Start
44489,Marie Levens,Suriname,757468556,Start,576000,Start
44490,Jennifer Simons,Suriname,757468618,Start,576000,Start
44491,Vice President of Suriname,Suriname,761287378,Start,576000,Start
44492,Ronald Venetiaan,Suriname,763193841,Stub,576000,Stub
44493,Henck Arron,Suriname,768659756,Start,576000,Start
44494,Jennifer van Dijk-Silos,Suriname,772516146,Start,576000,Start
44495,André Kamperveen,Suriname,776590588,C,576000,C
44496,President of Suriname,Suriname,782715626,Start,576000,Start
44497,Robert Ameerali,Suriname,784433966,Stub,576000,Stub
44498,Bram Behr,Suriname,792117876,Stub,576000,Stub
44499,Hendrick Chin A Sen,Suriname,795957491,Start,576000,Start
44500,Julius Caesar de Miranda,Suriname,797712847,Start,576000,Start
44501,Ashwin Adhin,Suriname,799125778,C,576000,C
44502,December murders,Suriname,799443697,C,576000,C
44503,Niermala Badrising,Suriname,799861504,Start,576000,Start
44504,Yldiz Pollack-Beighle,Suriname,799861756,Start,576000,Start
44505,Patrick Pengel,Suriname,800042894,Stub,576000,Stub
44506,Ramsewak Shankar,Suriname,802678677,Start,576000,Start
44507,Johan Ferrier,Suriname,803435832,C,576000,C
44508,Freddy Derby,Suriname,804168807,Start,576000,Start
